34.5253,69.1783,4273156.0
31.62,65.7158,614254.0
34.3419,62.2031,556205.0
32.3436,62.1194,500000.0
36.7,67.1167,469247.0
31.5831,64.3692,276831.0
36.7286,68.8681,268893.0
36.7167,69.5167,263800.0
34.4342,70.4478,263312.0
36.665,65.752,175599.0
41.3289,19.8178,418495.0
41.3133,19.4458,175110.0
40.4667,19.4833,130827.0
41.3833,19.7667,126777.0
40.725,19.5572,120655.0
42.0681,19.5119,112276.0
41.1111,20.0806,78703.0
40.6167,20.7667,51152.0
39.875,20.01,41000.0
40.7022,19.9583,36496.0
36.7539,3.0589,3415811.0
36.35,6.6,465138.0
35.55,6.1667,290645.0
36.19,5.41,288461.0
34.6667,3.25,265833.0
36.9,7.7667,257359.0
36.5,4.2978,215000.0
35.1939,-0.6414,212935.0
34.85,5.7333,204661.0
35.4,8.1167,194461.0
-14.274,-170.7046,12576.0
42.5,1.5,22615.0
42.5089,1.5408,14917.0
42.5361,1.5828,12155.0
42.5444,1.5144,11113.0
42.465,1.4911,9694.0
42.5667,1.6,5160.0
42.555,1.5331,4858.0
-8.8383,13.2344,9051000.0
-8.8053,13.2444,1279488.0
-8.8214,13.2911,1045722.0
-14.9167,13.5,776249.0
-5.56,12.19,739182.0
-12.7767,15.7347,665564.0
-9.5333,16.35,604215.0
-12.55,13.4167,512886.0
-8.9983,13.265,500000.0
-8.9167,13.1833,500000.0
18.2208,-63.0517,3269.0
17.1167,-61.85,22219.0
-34.6033,-58.3817,16710000.0
-31.4167,-64.1833,2106734.0
-32.9575,-60.6394,1276000.0
-27.7833,-64.2667,911506.0
-45.8647,-67.4808,730266.0
-38.0,-57.55,682605.0
-26.8167,-65.2167,605767.0
-24.7833,-65.4167,535303.0
-31.5342,-68.5261,471389.0
-34.7,-58.4,459263.0
40.1814,44.5144,1075800.0
40.7894,43.8475,121976.0
40.8128,44.4883,90525.0
40.1728,44.2925,57500.0
40.5,44.7667,52808.0
40.2739,44.6256,44400.0
39.2011,46.415,43190.0
40.15,44.04,38635.0
40.4097,44.6431,25039.0
41.0096,44.3841,23782.0
12.5186,-70.0358,34980.0
12.5418,-70.022,21495.0
-37.8142,144.9631,5031195.0
-33.8678,151.21,4840600.0
-27.4678,153.0281,2360241.0
-31.9559,115.8606,2141834.0
-34.9275,138.6,1295714.0
-28.0167,153.4,607665.0
-38.0996,145.2834,460491.0
-35.2931,149.1269,381488.0
-33.3,151.2,346596.0
-34.4331,150.8831,261896.0
48.2083,16.3725,2223236.0
47.0708,15.4386,292630.0
48.3058,14.2864,210165.0
47.5167,9.75,200000.0
47.8,13.045,155021.0
47.2683,11.3933,130585.0
46.6167,14.3,101403.0
46.6167,13.85,65127.0
48.15,14.0167,61233.0
48.2,15.6167,55514.0
40.3953,49.8822,2300500.0
40.5897,49.6686,341200.0
40.6828,46.3606,331400.0
40.0528,47.4614,136000.0
40.77,47.0489,106100.0
40.4486,49.7564,100900.0
39.2161,45.4106,95100.0
39.9319,48.9203,87400.0
40.3967,49.9736,85900.0
40.3744,50.0853,85000.0
25.0781,-77.3386,274400.0
26.5117,-78.6431,46525.0
26.5286,-78.6967,45945.0
26.6867,-78.975,13577.0
26.225,50.5775,635000.0
26.25,50.6167,75000.0
26.1128,50.5139,52700.0
26.219,50.538,44784.0
26.1736,50.5478,40000.0
26.12,50.65,20000.0
26.1497,50.4653,18000.0
26.2186,50.4756,18000.0
26.1008,50.4878,14800.0
26.2306,50.5108,12000.0
23.7639,90.3889,18627000.0
22.335,91.8325,7000000.0
23.9889,90.375,2674697.0
24.3667,88.6,1600000.0
22.8167,89.55,1400689.0
25.56,89.25,1031388.0
23.62,90.5,967951.0
24.7539,90.4031,576927.0
24.9,91.8667,479837.0
24.45,89.75,450000.0
13.0975,-59.6167,110000.0
53.9,27.5667,1995471.0
52.4453,30.9842,501802.0
55.1917,30.2056,359148.0
53.6667,23.8333,358717.0
53.9167,30.35,353338.0
52.1347,23.6569,342461.0
53.15,29.2333,208611.0
53.1333,26.0167,172150.0
54.2279,28.505,155389.0
52.1153,26.1031,124613.0
50.8467,4.3525,1235192.0
51.2178,4.4003,536079.0
51.0536,3.7253,265086.0
50.4,4.4333,201816.0
50.6397,5.5706,195278.0
50.8675,4.3736,132799.0
50.8333,4.3333,120887.0
51.2089,3.2242,118509.0
50.4667,4.8667,110939.0
50.8547,4.3386,97979.0
17.4986,-88.1886,57169.0
17.1588,-89.0696,26151.0
17.2514,-88.7669,17222.0
18.075,-88.5583,13750.0
18.4,-88.4,13502.0
17.9214,-87.9611,11767.0
16.9667,-88.2167,10217.0
16.1005,-88.8074,5026.0
6.3667,2.4333,679012.0
6.4486,2.3556,655965.0
6.3667,2.35,253262.0
11.3,2.4333,248621.0
9.7,1.6667,237040.0
8.8833,2.6,221108.0
9.35,2.6167,206667.0
11.1286,2.9369,177683.0
6.9333,1.6833,170069.0
10.2953,3.3786,168882.0
32.293,-64.782,854.0
27.4722,89.6361,114551.0
26.85,89.3833,27658.0
27.4333,89.4167,11448.0
26.8706,90.4856,9858.0
26.8,91.505,9325.0
27.4833,89.9,8954.0
27.5833,89.8583,6262.0
27.55,90.7333,6243.0
27.0333,89.0833,4981.0
27.275,91.24,3502.0
-17.7892,-63.1975,3151676.0
-16.4958,-68.1333,2867504.0
-17.8,-63.1833,1867673.0
-16.5047,-68.1633,943000.0
-17.3883,-66.1597,856198.0
-17.9667,-67.1167,351802.0
-19.0475,-65.26,300000.0
-21.5333,-64.7333,268000.0
-19.5892,-65.7533,264402.0
-17.9833,-67.15,246501.0
12.1444,-68.2656,10620.0
